['day:', 0, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.447710918754506, 'laneEW:', 10.542514437757472, 'laneNS:', 9.055758414605007, 'laneSN:', 8.959701474489856, 'meanTime:', 9.75142131140171]
['day:', 15, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.4621124472472, 'laneEW:', 10.525257120252341, 'laneNS:', 9.03540353739207, 'laneSN:', 8.863285851269838, 'meanTime:', 9.721514739040362]
['day:', 15, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.38067782595112, 'laneEW:', 10.711566407007792, 'laneNS:', 8.707980175668638, 'laneSN:', 9.327804797764221, 'meanTime:', 9.782007301597943]
['day:', 16, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.379450852100058, 'laneEW:', 10.572477152792587, 'laneNS:', 8.790735615985207, 'laneSN:', 9.125731938463455, 'meanTime:', 9.717098889835325]
['day:', 16, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.58716326242766, 'laneEW:', 10.494282791461485, 'laneNS:', 8.746711110116227, 'laneSN:', 8.855054249190026, 'meanTime:', 9.670802853298849]
['day:', 17, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.354100447474565, 'laneEW:', 10.48565294219487, 'laneNS:', 9.092556025416766, 'laneSN:', 9.100837875857378, 'meanTime:', 9.758286822735894]
['day:', 17, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.370528186621279, 'laneEW:', 10.481309311362232, 'laneNS:', 8.776098946650242, 'laneSN:', 8.724130965060935, 'meanTime:', 9.588016852423673]
['day:', 18, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.704636839598168, 'laneEW:', 10.485299178520924, 'laneNS:', 9.141565565090087, 'laneSN:', 8.935887816326817, 'meanTime:', 9.816847349883998]
['day:', 18, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.420804120905107, 'laneEW:', 10.474908319860424, 'laneNS:', 8.896226023310227, 'laneSN:', 8.861264960527436, 'meanTime:', 9.663300856150798]
['day:', 19, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.334224564408018, 'laneEW:', 10.563239669785458, 'laneNS:', 8.485126534130526, 'laneSN:', 9.23273418765427, 'meanTime:', 9.653831238994568]
['day:', 19, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.400961356213902, 'laneEW:', 10.508548094372301, 'laneNS:', 8.835708668825827, 'laneSN:', 9.087522533932665, 'meanTime:', 9.708185163336173]
['day:', 20, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.493751668988713, 'laneEW:', 10.504294331104193, 'laneNS:', 9.436307416777371, 'laneSN:', 8.8489266668595, 'meanTime:', 9.820820020932445]
['day:', 20, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.670911946039375, 'laneEW:', 10.44934953128202, 'laneNS:', 9.01637933213074, 'laneSN:', 9.184047906369123, 'meanTime:', 9.830172178955316]
['day:', 21, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.534837951164482, 'laneEW:', 10.391249721164758, 'laneNS:', 9.364983721580407, 'laneSN:', 9.168057306712383, 'meanTime:', 9.864782175155508]
['day:', 21, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.483883769638854, 'laneEW:', 10.457027670784733, 'laneNS:', 9.32950323533707, 'laneSN:', 9.154225450658062, 'meanTime:', 9.856160031604679]
['day:', 22, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.376838292090024, 'laneEW:', 10.28073341852836, 'laneNS:', 9.107511949826124, 'laneSN:', 8.472414578254018, 'meanTime:', 9.559374559674632]
['day:', 22, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.42672805208871, 'laneEW:', 10.586916778850812, 'laneNS:', 9.178575551673944, 'laneSN:', 9.07212907204216, 'meanTime:', 9.816087363663906]
['day:', 23, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.466596947389318, 'laneEW:', 10.457492122462883, 'laneNS:', 9.153391538131103, 'laneSN:', 9.52857564956594, 'meanTime:', 9.90151406438731]
['day:', 23, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.440051280868461, 'laneEW:', 10.479312488364178, 'laneNS:', 8.666994129370147, 'laneSN:', 9.399519573632078, 'meanTime:', 9.746469368058715]
['day:', 24, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.540415011003986, 'laneEW:', 10.490998669997547, 'laneNS:', 9.29720980367928, 'laneSN:', 8.881899290875339, 'meanTime:', 9.802630693889038]
['day:', 24, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.372574438129751, 'laneEW:', 10.41695850744761, 'laneNS:', 8.962389648362507, 'laneSN:', 8.641851041963875, 'meanTime:', 9.598443408975935]
['day:', 25, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.624094008785328, 'laneEW:', 10.510727132138484, 'laneNS:', 9.03559851793375, 'laneSN:', 9.220539910404277, 'meanTime:', 9.84773989231546]
['day:', 25, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.249932062075054, 'laneEW:', 10.581113463304224, 'laneNS:', 8.783427003387015, 'laneSN:', 8.79726767761175, 'meanTime:', 9.60293505159451]
['day:', 26, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.453523728275625, 'laneEW:', 10.293604934248778, 'laneNS:', 8.956374804763275, 'laneSN:', 8.94353299879977, 'meanTime:', 9.661759116521862]
['day:', 26, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.448552400664504, 'laneEW:', 10.422998904886128, 'laneNS:', 9.46805698189246, 'laneSN:', 9.124849649682032, 'meanTime:', 9.866114484281281]
['day:', 27, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.402601092338504, 'laneEW:', 10.478040878377408, 'laneNS:', 9.060404140671052, 'laneSN:', 8.729574034836485, 'meanTime:', 9.667655036555864]
['day:', 27, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.367873618342939, 'laneEW:', 10.614032149369386, 'laneNS:', 9.135529377490101, 'laneSN:', 9.070815338979651, 'meanTime:', 9.79706262104552]
['day:', 28, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.546088112081424, 'laneEW:', 10.20393611465912, 'laneNS:', 8.803552123332695, 'laneSN:', 8.930549222692983, 'meanTime:', 9.621031393191554]
['day:', 28, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.502006380341012, 'laneEW:', 10.574771656960902, 'laneNS:', 9.430417009053889, 'laneSN:', 9.281594649928374, 'meanTime:', 9.947197424071044]
['day:', 29, 'Time:', 9, ':', 0, ':', 0, 'laneWE:', 10.455640112148798, 'laneEW:', 10.44318104695981, 'laneNS:', 8.930961255333692, 'laneSN:', 8.923423172182032, 'meanTime:', 9.688301396656083]
['day:', 29, 'Time:', 19, ':', 0, ':', 0, 'laneWE:', 10.398496083758454, 'laneEW:', 10.640730472090313, 'laneNS:', 8.708724661202819, 'laneSN:', 8.828842213355724, 'meanTime:', 9.644198357601827]
